year,month,rank,name,country,score
2001,1,1,王励勤,中国,2218
2001,1,2,孔令辉,中国,2119
2001,1,3,马琳,中国,2075
2001,1,4,蒋澎龙,中国台北,2058
2001,1,5,刘国正,中国,2053
2001,1,6,刘国梁,中国,2052
2001,1,7,萨姆索诺夫,白俄罗斯,2021
2001,1,8,施拉格,奥地利,1993
2001,1,9,普里莫拉茨,克罗地亚,1963
2001,1,10,金泽洙,韩国,1949
2001,2,1,王励勤,中国,2278
2001,2,2,孔令辉,中国,2120
2001,2,3,马琳,中国,2075
2001,2,4,萨姆索诺夫,白俄罗斯,2064
2001,2,5,普里莫拉茨,克罗地亚,2052
2001,2,6,刘国正,中国,2052
2001,2,7,刘国梁,中国,2052
2001,2,8,蒋澎龙,中国台北,2043
2001,2,9,金泽洙,韩国,2000
2001,2,10,施拉格,奥地利,1986
2001,3,1,王励勤,中国,2278
2001,3,2,孔令辉,中国,2120
2001,3,3,马琳,中国,2075
2001,3,4,蒋澎龙,中国台北,2053
2001,3,5,刘国正,中国,2052
2001,3,6,刘国梁,中国,2052
2001,3,7,普里莫拉茨,克罗地亚,2031
2001,3,8,萨姆索诺夫,白俄罗斯,2025
2001,3,9,金泽洙,韩国,2000
2001,3,10,施拉格,奥地利,1989
2001,4,1,王励勤,中国,2361
2001,4,2,孔令辉,中国,2180
2001,4,3,马琳,中国,2131
2001,4,4,刘国正,中国,2099
2001,4,5,蒋澎龙,中国台北,2099
2001,4,6,萨姆索诺夫,白俄罗斯,2070
2001,4,7,金泽洙,韩国,2044
2001,4,8,刘国梁,中国,2040
2001,4,9,普里莫拉茨,克罗地亚,2021
2001,4,10,施拉格,奥地利,1998
2001,5,1,王励勤,中国,2313
2001,5,2,孔令辉,中国,2156
2001,5,3,马琳,中国,2101
2001,5,4,刘国正,中国,2081
2001,5,5,蒋澎龙,中国台北,2081
2001,5,6,萨姆索诺夫,白俄罗斯,2070
2001,5,7,普里莫拉茨,克罗地亚,2021
2001,5,8,刘国梁,中国,2010
2001,5,9,金泽洙,韩国,2005
2001,5,10,施拉格,奥地利,1998
2001,6,1,王励勤,中国,2310
2001,6,2,孔令辉,中国,2108
2001,6,3,马琳,中国,2096
2001,6,4,刘国正,中国,2080
2001,6,5,蒋澎龙,中国台北,2059
2001,6,6,萨姆索诺夫,白俄罗斯,2040
2001,6,7,施拉格,奥地利,1999
2001,6,8,普里莫拉茨,克罗地亚,1997
2001,6,9,金泽洙,韩国,1974
2001,6,10,刘国梁,中国,1955
2001,7,1,王励勤,中国,2274
2001,7,2,刘国正,中国,2128
2001,7,3,孔令辉,中国,2090
2001,7,4,马琳,中国,2084
2001,7,5,蒋澎龙,中国台北,2033
2001,7,6,萨姆索诺夫,白俄罗斯,2022
2001,7,7,普里莫拉茨,克罗地亚,1988
2001,7,8,施拉格,奥地利,1974
2001,7,9,M-塞弗,比利时,1968
2001,7,10,金泽洙,韩国,1956
2001,8,1,王励勤,中国,2274
2001,8,2,刘国正,中国,2128
2001,8,3,孔令辉,中国,2090
2001,8,4,马琳,中国,2084
2001,8,5,蒋澎龙,中国台北,2033
2001,8,6,萨姆索诺夫,白俄罗斯,2022
2001,8,7,普里莫拉茨,克罗地亚,1988
2001,8,8,施拉格,奥地利,1974
2001,8,9,M-塞弗,比利时,1968
2001,8,10,金泽洙,韩国,1954
2001,9,1,王励勤,中国,2291
2001,9,2,刘国正,中国,2117
2001,9,3,马琳,中国,2076
2001,9,4,蒋澎龙,中国台北,2068
2001,9,5,孔令辉,中国,2062
2001,9,6,金泽洙,韩国,2031
2001,9,7,萨姆索诺夫,白俄罗斯,2017
2001,9,8,普里莫拉茨,克罗地亚,1985
2001,9,9,刘国梁,中国,1963
2001,9,10,施拉格,奥地利,1932
2001,10,1,王励勤,中国,2264
2001,10,2,刘国正,中国,2120
2001,10,3,萨姆索诺夫,白俄罗斯,2052
2001,10,4,蒋澎龙,中国台北,2049
2001,10,5,孔令辉,中国,2048
2001,10,6,马琳,中国,2039
2001,10,7,金泽洙,韩国,2000
2001,10,8,施拉格,奥地利,1988
2001,10,9,刘国梁,中国,1963
2001,10,10,普里莫拉茨,克罗地亚,1955
2001,11,1,王励勤,中国,2317
2001,11,2,萨姆索诺夫,白俄罗斯,2126
2001,11,3,马琳,中国,2092
2001,11,4,刘国正,中国,2049
2001,11,5,孔令辉,中国,2030
2001,11,6,蒋澎龙,中国台北,2026
2001,11,7,金泽洙,韩国,1985
2001,11,8,刘国梁,中国,1983
2001,11,9,瓦尔德内尔,瑞典,1976
2001,11,10,施拉格,奥地利,1965
2001,12,1,王励勤,中国,2317
2001,12,2,萨姆索诺夫,白俄罗斯,2121
2001,12,3,马琳,中国,2092
2001,12,4,刘国正,中国,2049
2001,12,5,孔令辉,中国,2030
2001,12,6,蒋澎龙,中国台北,2026
2001,12,7,金泽洙,韩国,1985
2001,12,8,刘国梁,中国,1983
2001,12,9,瓦尔德内尔,瑞典,1976
2001,12,10,施拉格,奥地利,1975
2002,1,1,王励勤,中国,2309
2002,1,2,马琳,中国,2159
2002,1,3,萨姆索诺夫,白俄罗斯,2108
2002,1,4,蒋澎龙,中国台北,2041
2002,1,5,瓦尔德内尔,瑞典,2030
2002,1,6,刘国正,中国,2012
2002,1,7,孔令辉,中国,2012
2002,1,8,施拉格,奥地利,1997
2002,1,9,金泽洙,韩国,1978
2002,1,10,波尔,德国,1970
2002,2,1,王励勤,中国,2273
2002,2,2,马琳,中国,2159
2002,2,3,萨姆索诺夫,白俄罗斯,2113
2002,2,4,蒋澎龙,中国台北,2032
2002,2,5,波尔,德国,2017
2002,2,6,孔令辉,中国,2012
2002,2,7,刘国正,中国,2012
2002,2,8,瓦尔德内尔,瑞典,2006
2002,2,9,施拉格,奥地利,1973
2002,2,10,刘国梁,中国,1968
2002,3,1,王励勤,中国,2288
2002,3,2,马琳,中国,2180
2002,3,3,萨姆索诺夫,白俄罗斯,2103
2002,3,4,M-塞弗,比利时,2063
2002,3,5,孔令辉,中国,2052
2002,3,6,波尔,德国,2050
2002,3,7,刘国正,中国,2003
2002,3,8,瓦尔德内尔,瑞典,2000
2002,3,9,蒋澎龙,中国台北,1983
2002,3,10,施拉格,奥地利,1979
2002,4,1,王励勤,中国,2288
2002,4,2,马琳,中国,2180
2002,4,3,萨姆索诺夫,白俄罗斯,2119
2002,4,4,波尔,德国,2119
2002,4,5,孔令辉,中国,2052
2002,4,6,M-塞弗,比利时,2049
2002,4,7,施拉格,奥地利,2017
2002,4,8,瓦尔德内尔,瑞典,2013
2002,4,9,刘国正,中国,2003
2002,4,10,蒋澎龙,中国台北,1983
2002,5,1,王励勤,中国,2252
2002,5,2,马琳,中国,2152
2002,5,3,波尔,德国,2111
2002,5,4,萨姆索诺夫,白俄罗斯,2107
2002,5,5,M-塞弗,比利时,2043
2002,5,6,孔令辉,中国,2032
2002,5,7,施拉格,奥地利,2007
2002,5,8,瓦尔德内尔,瑞典,2005
2002,5,9,刘国正,中国,1991
2002,5,10,蒋澎龙,中国台北,1951
2002,6,1,王励勤,中国,2264
2002,6,2,马琳,中国,2122
2002,6,3,萨姆索诺夫,白俄罗斯,2107
2002,6,4,波尔,德国,2080
2002,6,5,孔令辉,中国,2029
2002,6,6,M-塞弗,比利时,2013
2002,6,7,瓦尔德内尔,瑞典,1995
2002,6,8,施拉格,奥地利,1983
2002,6,9,刘国梁,中国,1962
2002,6,10,刘国正,中国,1953
2002,7,1,王励勤,中国,2246
2002,7,2,马琳,中国,2196
2002,7,3,萨姆索诺夫,白俄罗斯,2132
2002,7,4,施拉格,奥地利,2086
2002,7,5,波尔,德国,2082
2002,7,6,孔令辉,中国,2062
2002,7,7,瓦尔德内尔,瑞典,2003
2002,7,8,M-塞弗,比利时,1997
2002,7,9,刘国梁,中国,1988
2002,7,10,金泽洙,韩国,1945
2002,8,1,王励勤,中国,2234
2002,8,2,马琳,中国,2196
2002,8,3,萨姆索诺夫,白俄罗斯,2132
2002,8,4,施拉格,奥地利,2086
2002,8,5,波尔,德国,2082
2002,8,6,孔令辉,中国,2062
2002,8,7,瓦尔德内尔,瑞典,2003
2002,8,8,M-塞弗,比利时,1997
2002,8,9,刘国梁,中国,1988
2002,8,10,金泽洙,韩国,1945
2002,9,1,王励勤,中国,2234
2002,9,2,马琳,中国,2165
2002,9,3,波尔,德国,2121
2002,9,4,施拉格,奥地利,2115
2002,9,5,萨姆索诺夫,白俄罗斯,2112
2002,9,6,孔令辉,中国,2038
2002,9,7,格林卡,希腊,2023
2002,9,8,M-塞弗,比利时,2015
2002,9,9,瓦尔德内尔,瑞典,1994
2002,9,10,庄智渊,中国台北,1943
2002,10,1,马琳,中国,2253
2002,10,2,王励勤,中国,2238
2002,10,3,波尔,德国,2212
2002,10,4,施拉格,奥地利,2119
2002,10,5,孔令辉,中国,2110
2002,10,6,萨姆索诺夫,白俄罗斯,2085
2002,10,7,庄智渊,中国台北,2084
2002,10,8,格林卡,希腊,2040
2002,10,9,M-塞弗,比利时,2022
2002,10,10,普里莫拉茨,克罗地亚,1997
2002,11,1,马琳,中国,2327
2002,11,2,波尔,德国,2268
2002,11,3,王励勤,中国,2201
2002,11,4,施拉格,奥地利,2197
2002,11,5,孔令辉,中国,2111
2002,11,6,萨姆索诺夫,白俄罗斯,2086
2002,11,7,庄智渊,中国台北,2064
2002,11,8,格林卡,希腊,2015
2002,11,9,M-塞弗,比利时,2004
2002,11,10,普里莫拉茨,克罗地亚,1998
2002,12,1,马琳,中国,2327
2002,12,2,波尔,德国,2268
2002,12,3,王励勤,中国,2201
2002,12,4,施拉格,奥地利,2197
2002,12,5,孔令辉,中国,2111
2002,12,6,萨姆索诺夫,白俄罗斯,2086
2002,12,7,庄智渊,中国台北,2064
2002,12,8,格林卡,希腊,2015
2002,12,9,M-塞弗,比利时,2004
2002,12,10,普里莫拉茨,克罗地亚,1998
2003,1,1,波尔,德国,2295
2003,1,2,马琳,中国,2294
2003,1,3,王励勤,中国,2184
2003,1,4,施拉格,奥地利,2175
2003,1,5,庄智渊,中国台北,2145
2003,1,6,孔令辉,中国,2113
2003,1,7,萨姆索诺夫,白俄罗斯,2089
2003,1,8,格林卡,希腊,2063
2003,1,9,M-塞弗,比利时,2006
2003,1,10,王皓,中国,2004
2003,2,1,波尔,德国,2301
2003,2,2,马琳,中国,2294
2003,2,3,王励勤,中国,2192
2003,2,4,施拉格,奥地利,2176
2003,2,5,庄智渊,中国台北,2164
2003,2,6,孔令辉,中国,2113
2003,2,7,萨姆索诺夫,白俄罗斯,2095
2003,2,8,王皓,中国,2082
2003,2,9,格林卡,希腊,2060
2003,2,10,普里莫拉茨,克罗地亚,2009
2003,3,1,波尔,德国,2301
2003,3,2,马琳,中国,2294
2003,3,3,王励勤,中国,2192
2003,3,4,庄智渊,中国台北,2164
2003,3,5,施拉格,奥地利,2144
2003,3,6,孔令辉,中国,2113
2003,3,7,萨姆索诺夫,白俄罗斯,2064
2003,3,8,王皓,中国,2046
2003,3,9,格林卡,希腊,2042
2003,3,10,普里莫拉茨,克罗地亚,2009
2003,4,1,波尔,德国,2283
2003,4,2,马琳,中国,2271
2003,4,3,王励勤,中国,2174
2003,4,4,施拉格,奥地利,2153
2003,4,5,庄智渊,中国台北,2147
2003,4,6,萨姆索诺夫,白俄罗斯,2114
2003,4,7,王皓,中国,2112
2003,4,8,孔令辉,中国,2089
2003,4,9,格林卡,希腊,2036
2003,4,10,普里莫拉茨,克罗地亚,1994
2003,5,1,波尔,德国,2276
2003,5,2,马琳,中国,2271
2003,5,3,萨姆索诺夫,白俄罗斯,2188
2003,5,4,王励勤,中国,2174
2003,5,5,庄智渊,中国台北,2147
2003,5,6,施拉格,奥地利,2125
2003,5,7,王皓,中国,2111
2003,5,8,孔令辉,中国,2089
2003,5,9,格林卡,希腊,2005
2003,5,10,普里莫拉茨,克罗地亚,1964
2003,6,1,施拉格,奥地利,2273
2003,6,2,马琳,中国,2259
2003,6,3,波尔,德国,2248
2003,6,4,萨姆索诺夫,白俄罗斯,2178
2003,6,5,王励勤,中国,2174
2003,6,6,孔令辉,中国,2123
2003,6,7,庄智渊,中国台北,2121
2003,6,8,王皓,中国,2113
2003,6,9,格林卡,希腊,2061
2003,6,10,蒋澎龙,中国台北,1939
2003,7,1,马琳,中国,2241
2003,7,2,波尔,德国,2236
2003,7,3,施拉格,奥地利,2232
2003,7,4,萨姆索诺夫,白俄罗斯,2178
2003,7,5,庄智渊,中国台北,2175
2003,7,6,王励勤,中国,2138
2003,7,7,孔令辉,中国,2111
2003,7,8,王皓,中国,2089
2003,7,9,格林卡,希腊,2061
2003,7,10,蒋澎龙,中国台北,1938
2003,8,1,波尔,德国,2236
2003,8,2,施拉格,奥地利,2208
2003,8,3,马琳,中国,2205
2003,8,4,萨姆索诺夫,白俄罗斯,2178
2003,8,5,庄智渊,中国台北,2157
2003,8,6,王励勤,中国,2129
2003,8,7,孔令辉,中国,2087
2003,8,8,王皓,中国,2081
2003,8,9,格林卡,希腊,2061
2003,8,10,蒋澎龙,中国台北,1938
2003,9,1,波尔,德国,2236
2003,9,2,施拉格,奥地利,2208
2003,9,3,马琳,中国,2205
2003,9,4,萨姆索诺夫,白俄罗斯,2178
2003,9,5,庄智渊,中国台北,2158
2003,9,6,王励勤,中国,2129
2003,9,7,孔令辉,中国,2087
2003,9,8,王皓,中国,2081
2003,9,9,格林卡,希腊,2061
2003,9,10,蒋澎龙,中国台北,1938
2003,10,1,马琳,中国,2351
2003,10,2,波尔,德国,2253
2003,10,3,王励勤,中国,2204
2003,10,4,萨姆索诺夫,白俄罗斯,2174
2003,10,5,施拉格,奥地利,2160
2003,10,6,庄智渊,中国台北,2142
2003,10,7,王皓,中国,2128
2003,10,8,孔令辉,中国,2127
2003,10,9,格林卡,希腊,2035
2003,10,10,吴尚垠,韩国,2003
2003,11,1,马琳,中国,2348
2003,11,2,王励勤,中国,2199
2003,11,3,波尔,德国,2191
2003,11,4,萨姆索诺夫,白俄罗斯,2128
2003,11,5,王皓,中国,2107
2003,11,6,施拉格,奥地利,2103
2003,11,7,庄智渊,中国台北,2085
2003,11,8,孔令辉,中国,2077
2003,11,9,格林卡,希腊,2061
2003,11,10,蒋澎龙,中国台北,1980
2003,12,1,马琳,中国,2357
2003,12,2,王励勤,中国,2339
2003,12,3,庄智渊,中国台北,2226
2003,12,4,王皓,中国,2163
2003,12,5,萨姆索诺夫,白俄罗斯,2128
2003,12,6,波尔,德国,2118
2003,12,7,格林卡,希腊,2073
2003,12,8,刘国正,中国,2046
2003,12,9,孔令辉,中国,2041
2003,12,10,施拉格,奥地利,2039
2004,1,1,马琳,中国,2325
2004,1,2,王励勤,中国,2311
2004,1,3,王皓,中国,2209
2004,1,4,庄智渊,中国台北,2193
2004,1,5,萨姆索诺夫,白俄罗斯,2123
2004,1,6,波尔,德国,2103
2004,1,7,刘国正,中国,2063
2004,1,8,陈玘,中国,2054
2004,1,9,格林卡,希腊,2052
2004,1,10,柳承敏,韩国,2033
2004,2,1,马琳,中国,2372
2004,2,2,王励勤,中国,2310
2004,2,3,王皓,中国,2263
2004,2,4,庄智渊,中国台北,2200
2004,2,5,萨姆索诺夫,白俄罗斯,2130
2004,2,6,陈玘,中国,2115
2004,2,7,格林卡,希腊,2069
2004,2,8,柳承敏,韩国,2054
2004,2,9,刘国正,中国,2051
2004,2,10,施拉格,奥地利,2047
2004,2,10,波尔,德国,2047
2004,3,1,马琳,中国,2372
2004,3,2,王励勤,中国,2329
2004,3,3,王皓,中国,2260
2004,3,4,庄智渊,中国台北,2140
2004,3,5,陈玘,中国,2112
2004,3,6,萨姆索诺夫,白俄罗斯,2099
2004,3,7,波尔,德国,2087
2004,3,8,施拉格,奥地利,2078
2004,3,9,柳承敏,韩国,2062
2004,3,10,格林卡,希腊,2051
2004,4,1,马琳,中国,2372
2004,4,2,王励勤,中国,2329
2004,4,3,王皓,中国,2261
2004,4,4,庄智渊,中国台北,2136
2004,4,5,陈玘,中国,2112
2004,4,6,萨姆索诺夫,白俄罗斯,2101
2004,4,7,波尔,德国,2079
2004,4,8,施拉格,奥地利,2079
2004,4,9,柳承敏,韩国,2062
2004,4,10,格林卡,希腊,2051
2004,5,1,马琳,中国,2372
2004,5,2,王励勤,中国,2328
2004,5,3,王皓,中国,2268
2004,5,4,庄智渊,中国台北,2136
2004,5,5,陈玘,中国,2115
2004,5,6,萨姆索诺夫,白俄罗斯,2082
2004,5,7,施拉格,奥地利,2075
2004,5,8,波尔,德国,2066
2004,5,9,柳承敏,韩国,2062
2004,5,10,格林卡,希腊,2051
2004,6,1,王励勤,中国,2442
2004,6,2,马琳,中国,2364
2004,6,3,王皓,中国,2286
2004,6,4,柳承敏,韩国,2193
2004,6,5,陈玘,中国,2144
2004,6,6,庄智渊,中国台北,2135
2004,6,7,施拉格,奥地利,2090
2004,6,8,孔令辉,中国,2085
2004,6,9,萨姆索诺夫,白俄罗斯,2074
2004,6,10,波尔,德国,2063
2004,7,1,王励勤,中国,2442
2004,7,2,马琳,中国,2364
2004,7,3,柳承敏,韩国,2295
2004,7,4,王皓,中国,2284
2004,7,5,庄智渊,中国台北,2199
2004,7,6,萨姆索诺夫,白俄罗斯,2171
2004,7,7,陈玘,中国,2144
2004,7,8,施拉格,奥地利,2135
2004,7,9,格林卡,希腊,2088
2004,7,10,孔令辉,中国,2085
2004,8,1,王励勤,中国,2442
2004,8,2,马琳,中国,2364
2004,8,3,柳承敏,韩国,2295
2004,8,4,王皓,中国,2284
2004,8,5,庄智渊,中国台北,2199
2004,8,6,萨姆索诺夫,白俄罗斯,2173
2004,8,7,陈玘,中国,2144
2004,8,8,施拉格,奥地利,2135
2004,8,9,格林卡,希腊,2088
2004,8,10,孔令辉,中国,2085
2004,9,1,王励勤,中国,2486
2004,9,2,柳承敏,韩国,2405
2004,9,3,王皓,中国,2364
2004,9,4,马琳,中国,2358
2004,9,5,庄智渊,中国台北,2236
2004,9,6,萨姆索诺夫,白俄罗斯,2163
2004,9,7,陈玘,中国,2146
2004,9,8,施拉格,奥地利,2145
2004,9,9,波尔,德国,2089
2004,9,10,格林卡,希腊,2081
2004,10,1,王励勤,中国,2503
2004,10,2,马琳,中国,2411
2004,10,3,王皓,中国,2408
2004,10,4,柳承敏,韩国,2373
2004,10,5,陈玘,中国,2287
2004,10,6,庄智渊,中国台北,2261
2004,10,7,萨姆索诺夫,白俄罗斯,2161
2004,10,8,施拉格,奥地利,2145
2004,10,9,孔令辉,中国,2123
2004,10,10,波尔,德国,2076
2004,11,1,王励勤,中国,2455
2004,11,2,王皓,中国,2417
2004,11,3,马琳,中国,2413
2004,11,4,柳承敏,韩国,2320
2004,11,5,陈玘,中国,2270
2004,11,6,庄智渊,中国台北,2235
2004,11,7,施拉格,奥地利,2175
2004,11,8,萨姆索诺夫,白俄罗斯,2160
2004,11,9,波尔,德国,2139
2004,11,10,孔令辉,中国,2099
2004,12,1,王皓,中国,2385
2004,12,2,王励勤,中国,2383
2004,12,3,马琳,中国,2374
2004,12,4,柳承敏,韩国,2308
2004,12,5,波尔,德国,2269
2004,12,6,陈玘,中国,2239
2004,12,7,庄智渊,中国台北,2184
2004,12,8,萨姆索诺夫,白俄罗斯,2161
2004,12,9,施拉格,奥地利,2157
2004,12,10,格林卡,希腊,2127
2005,1,1,王励勤,中国,2451
2005,1,2,马琳,中国,2405
2005,1,3,王皓,中国,2383
2005,1,4,波尔,德国,2306
2005,1,5,柳承敏,韩国,2285
2005,1,6,陈玘,中国,2240
2005,1,7,萨姆索诺夫,白俄罗斯,2185
2005,1,8,施拉格,奥地利,2176
2005,1,9,庄智渊,中国台北,2173
2005,1,10,格林卡,希腊,2117
2005,2,1,王励勤,中国,2435
2005,2,2,马琳,中国,2377
2005,2,3,王皓,中国,2350
2005,2,4,波尔,德国,2284
2005,2,5,柳承敏,韩国,2281
2005,2,6,萨姆索诺夫,白俄罗斯,2256
2005,2,7,陈玘,中国,2218
2005,2,8,施拉格,奥地利,2193
2005,2,9,庄智渊,中国台北,2189
2005,2,10,格林卡,希腊,2110
2005,3,1,王励勤,中国,2504
2005,3,2,马琳,中国,2420
2005,3,3,王皓,中国,2333
2005,3,4,波尔,德国,2325
2005,3,5,柳承敏,韩国,2296
2005,3,6,萨姆索诺夫,白俄罗斯,2255
2005,3,7,庄智渊,中国台北,2200
2005,3,8,陈玘,中国,2192
2005,3,9,施拉格,奥地利,2175
2005,3,10,格林卡,希腊,2110
2005,4,1,王励勤,中国,2504
2005,4,2,马琳,中国,2420
2005,4,3,王皓,中国,2333
2005,4,4,萨姆索诺夫,白俄罗斯,2319
2005,4,5,波尔,德国,2313
2005,4,6,柳承敏,韩国,2289
2005,4,7,陈玘,中国,2192
2005,4,8,庄智渊,中国台北,2189
2005,4,9,施拉格,奥地利,2173
2005,4,10,格林卡,希腊,2158
2005,5,1,王励勤,中国,2588
2005,5,2,马琳,中国,2478
2005,5,3,王皓,中国,2327
2005,5,4,波尔,德国,2322
2005,5,5,萨姆索诺夫,白俄罗斯,2320
2005,5,6,柳承敏,韩国,2263
2005,5,7,陈玘,中国,2242
2005,5,8,格林卡,希腊,2163
2005,5,9,庄智渊,中国台北,2150
2005,5,10,施拉格,奥地利,2128
2005,6,1,王励勤,中国,2516
2005,6,2,马琳,中国,2436
2005,6,3,波尔,德国,2328
2005,6,4,萨姆索诺夫,白俄罗斯,2327
2005,6,5,王皓,中国,2285
2005,6,6,陈玘,中国,2200
2005,6,7,柳承敏,韩国,2172
2005,6,8,格林卡,希腊,2136
2005,6,9,庄智渊,中国台北,2132
2005,6,10,M-塞弗,比利时,2098
2005,7,1,王励勤,中国,2518
2005,7,2,马琳,中国,2436
2005,7,3,波尔,德国,2335
2005,7,4,王皓,中国,2286
2005,7,5,萨姆索诺夫,白俄罗斯,2259
2005,7,6,陈玘,中国,2200
2005,7,7,吴尚垠,韩国,2146
2005,7,8,柳承敏,韩国,2133
2005,7,9,格林卡,希腊,2100
2005,7,10,庄智渊,中国台北,2076
2005,8,1,王励勤,中国,2518
2005,8,2,马琳,中国,2436
2005,8,3,波尔,德国,2334
2005,8,4,王皓,中国,2286
2005,8,5,萨姆索诺夫,白俄罗斯,2280
2005,8,6,吴尚垠,韩国,2218
2005,8,7,陈玘,中国,2200
2005,8,8,柳承敏,韩国,2129
2005,8,9,格林卡,希腊,2102
2005,8,10,陈卫星,奥地利,2070
2005,9,1,王励勤,中国,2509
2005,9,2,马琳,中国,2432
2005,9,3,波尔,德国,2328
2005,9,4,萨姆索诺夫,白俄罗斯,2276
2005,9,5,王皓,中国,2276
2005,9,6,吴尚垠,韩国,2214
2005,9,7,陈玘,中国,2200
2005,9,8,柳承敏,韩国,2117
2005,9,9,格林卡,希腊,2099
2005,9,10,陈卫星,奥地利,2067
2005,10,1,王励勤,中国,2568
2005,10,2,波尔,德国,2366
2005,10,3,马琳,中国,2345
